;Scopy version,f4beeb1
;Exported on,lundi octobre 13/10/2025
;Device,M2K
;Nr of samples,16000
;Sample rate,1000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
4361,2.358,0.29277,-0.00538096
4362,2.359,0.29277,-0.00538096
4363,2.36,0.29277,-0.00538096
4364,2.361,0.29277,-0.00364211
4365,2.362,0.29277,-0.00364211
4366,2.363,0.29277,-0.00364211
4367,2.364,0.29277,-0.00364211
4368,2.365,0.29277,-0.00364211
4369,2.366,0.29277,-0.00364211
4370,2.367,0.29277,-0.00364211
4371,2.368,0.29277,-0.00364211
4372,2.369,0.29277,-0.00364211
4373,2.37,0.29277,-0.00364211
4374,2.371,0.29277,-0.00538096
4375,2.372,0.29277,-0.00538096
4376,2.373,0.29277,-0.00538096
4377,2.374,0.29277,-0.00538096
4378,2.375,0.29277,-0.00538096
4379,2.376,0.29277,-0.00538096
4380,2.377,0.29277,-0.00538096
4381,2.378,0.29277,-0.00538096
4382,2.379,0.29277,-0.00538096
4383,2.38,0.29277,-0.00538096
4384,2.381,0.29277,-0.00538096
4385,2.382,0.29277,-0.00538096
4386,2.383,0.29277,-0.00364211
4387,2.384,0.29277,-0.00364211
4388,2.385,0.29277,-0.00364211
4389,2.386,0.29277,-0.00364211
4390,2.387,0.29277,-0.00364211
4391,2.388,0.29277,-0.00364211
4392,2.389,0.29277,-0.00364211
4393,2.39,0.29277,-0.00364211
4394,2.391,0.29277,-0.00538096
4395,2.392,0.29277,-0.00538096
4396,2.393,0.29277,-0.00538096
4397,2.394,0.29277,-0.00538096
4398,2.395,0.29277,-0.00538096
4399,2.396,0.29277,-0.00538096
4400,2.397,0.29277,-0.00538096
4401,2.398,0.29277,-0.00538096
4402,2.399,0.29277,-0.00538096
4403,2.4,0.29277,-0.00364211
4404,2.401,0.29277,-0.00364211
4405,2.402,0.29277,-0.00364211
4406,2.403,0.29277,-0.00364211
4407,2.404,0.29277,-0.00364211
4408,2.405,0.29277,-0.00364211
4409,2.406,0.29277,-0.00364211
4410,2.407,0.29277,-0.00364211
4411,2.408,0.29277,-0.00364211
4412,2.409,0.29277,-0.00364211
4413,2.41,0.29277,-0.00364211
4414,2.411,0.29277,-0.00364211
4415,2.412,0.29277,-0.00538096
4416,2.413,0.29277,-0.00538096
4417,2.414,0.29277,-0.00538096
4418,2.415,0.29277,-0.00538096
4419,2.416,0.29277,-0.00538096
4420,2.417,0.29277,-0.00538096
4421,2.418,0.29277,-0.00538096
4422,2.419,0.29277,-0.00538096
4423,2.42,0.29277,-0.00538096
4424,2.421,0.29277,-0.00364211
4425,2.422,0.29277,-0.00364211
4426,2.423,0.29277,-0.00364211
4427,2.424,0.29277,-0.00364211
4428,2.425,0.29277,-0.00364211
4429,2.426,0.29277,-0.00364211
4430,2.427,0.29277,-0.00364211
4431,2.428,0.29277,-0.00364211
4432,2.429,0.29277,-0.00364211
4433,2.43,0.29277,-0.00364211
4434,2.431,0.29277,-0.00538096
4435,2.432,0.29277,-0.00538096
4436,2.433,0.29277,-0.00538096
4437,2.434,0.29277,-0.00538096
4438,2.435,0.29277,-0.00538096
4439,2.436,0.29277,-0.00538096
4440,2.437,0.29277,-0.00538096
4441,2.438,0.29277,-0.00538096
4442,2.439,0.29277,-0.00538096
4443,2.44,0.29277,-0.00538096
4444,2.441,0.29277,-0.00364211
4445,2.442,0.29277,-0.00711981
4446,2.443,0.29277,-0.00364211
4447,2.444,0.29277,-0.00364211
4448,2.445,0.29277,-0.00364211
4449,2.446,0.29277,-0.00364211
4450,2.447,0.29277,-0.00364211
4451,2.448,0.29277,-0.00364211
4452,2.449,0.29277,-0.00364211
4453,2.45,0.29277,-0.00364211
4454,2.451,0.29277,-0.00364211
4455,2.452,0.29277,-0.00538096
4456,2.453,0.29277,-0.00538096
4457,2.454,0.29277,-0.00538096
4458,2.455,0.29277,-0.00538096
4459,2.456,0.29277,-0.00538096
4460,2.457,0.29277,-0.00538096
4461,2.458,0.29277,-0.00538096
4462,2.459,0.29277,-0.00538096
4463,2.46,0.29277,-0.00538096
4464,2.461,0.29277,-0.00538096
4465,2.462,0.29277,-0.00538096
4466,2.463,0.29277,-0.00538096
4467,2.464,0.29277,-0.00364211
4468,2.465,0.29277,-0.00364211
4469,2.466,0.29277,-0.00364211
4470,2.467,0.29277,-0.00364211
4471,2.468,0.29277,-0.00364211
4472,2.469,0.29277,-0.00364211
4473,2.47,0.29277,-0.00364211
4474,2.471,0.29277,-0.00538096
4475,2.472,0.29277,-0.00538096
4476,2.473,0.29277,-0.00538096
4477,2.474,0.29277,-0.00538096
4478,2.475,0.29277,-0.00538096
4479,2.476,0.29277,-0.00538096
4480,2.477,0.29277,-0.00538096
4481,2.478,0.29277,-0.00538096
4482,2.479,0.29277,-0.00538096
4483,2.48,0.29277,-0.00538096
4484,2.481,0.29277,-0.00538096
4485,2.482,0.29277,-0.00538096
4486,2.483,0.29277,-0.00364211
4487,2.484,0.29277,-0.00364211
4488,2.485,0.29277,-0.00538096
4489,2.486,0.29277,-0.00190326
4490,2.487,0.29277,-0.00364211
4491,2.488,0.29277,-0.00364211
4492,2.489,0.29277,-0.00364211
4493,2.49,0.29277,-0.00364211
4494,2.491,0.29277,-0.00538096
4495,2.492,0.29277,-0.00538096
4496,2.493,0.29277,-0.00538096
4497,2.494,0.29277,-0.00538096
4498,2.495,0.29277,-0.00538096
4499,2.496,0.29277,-0.00538096
4500,2.497,0.29277,-0.00538096
4501,2.498,0.29277,-0.00538096
4502,2.499,0.29277,-0.00538096
4503,2.5,0.29277,-0.00538096
4504,2.501,0.29277,-0.00364211
4505,2.502,0.29277,-0.00364211
4506,2.503,0.29277,-0.00538096
4507,2.504,0.29277,-0.00364211
4508,2.505,0.29277,-0.00364211
4509,2.506,0.29277,-0.00364211
4510,2.507,0.29277,-0.00364211
4511,2.508,0.29277,-0.00364211
4512,2.509,0.29277,-0.00364211
4513,2.51,0.29277,-0.00364211
4514,2.511,0.29277,-0.00364211
4515,2.512,0.29277,-0.00538096
4516,2.513,0.29277,-0.00538096
4517,2.514,0.29277,-0.00538096
4518,2.515,0.29277,-0.00538096
4519,2.516,0.29277,-0.00538096
4520,2.517,0.29277,-0.00538096
4521,2.518,0.29277,-0.00538096
4522,2.519,0.29277,-0.00538096
4523,2.52,0.29277,-0.00538096
4524,2.521,0.29277,-0.00364211
4525,2.522,0.29277,-0.00364211
4526,2.523,0.29277,-0.00364211
4527,2.524,0.29277,-0.00364211
4528,2.525,0.29277,-0.00364211
4529,2.526,0.29277,-0.00364211
4530,2.527,0.29277,-0.00364211
4531,2.528,0.29277,-0.00364211
4532,2.529,0.29277,-0.00364211
4533,2.53,0.29277,-0.00364211
4534,2.531,0.29277,-0.00538096
4535,2.532,0.29277,-0.00538096
4536,2.533,0.29277,-0.00538096
4537,2.534,0.29277,-0.00538096
4538,2.535,0.29277,-0.00538096
4539,2.536,0.29277,-0.00538096
4540,2.537,0.29277,-0.00538096
4541,2.538,0.29277,-0.00538096
4542,2.539,0.29277,-0.00538096
4543,2.54,0.29277,-0.00538096
4544,2.541,0.29277,-0.00538096
4545,2.542,0.29277,-0.00364211
4546,2.543,0.29277,-0.00364211
4547,2.544,0.29277,-0.00364211
4548,2.545,0.29277,-0.00364211
4549,2.546,0.29277,-0.00364211
4550,2.547,0.29277,-0.00364211
4551,2.548,0.29277,-0.00364211
4552,2.549,0.29277,-0.00364211
4553,2.55,0.29277,-0.00364211
4554,2.551,0.29277,-0.00538096
4555,2.552,0.29277,-0.00538096
4556,2.553,0.29277,-0.00538096
4557,2.554,0.29277,-0.00538096
4558,2.555,0.29277,-0.00538096
4559,2.556,0.29277,-0.00538096
4560,2.557,0.29277,-0.00538096
4561,2.558,0.29277,-0.00538096
4562,2.559,0.29277,-0.00538096
4563,2.56,0.29277,-0.00538096
4564,2.561,0.29277,-0.00538096
4565,2.562,0.29277,-0.00364211
4566,2.563,0.29277,-0.00364211
4567,2.564,0.29277,-0.00364211
4568,2.565,0.29277,-0.00364211
4569,2.566,0.29277,-0.00364211
4570,2.567,0.29277,-0.00364211
4571,2.568,0.29277,-0.00364211
4572,2.569,0.29277,-0.00364211
4573,2.57,0.29277,-0.00364211
4574,2.571,0.29277,-0.00538096
4575,2.572,0.29277,-0.00538096
4576,2.573,0.29277,-0.00538096
4577,2.574,0.29277,-0.00538096
4578,2.575,0.29277,-0.00538096
4579,2.576,0.29277,-0.00538096
4580,2.577,0.29277,-0.00538096
4581,2.578,0.29277,-0.00538096
4582,2.579,0.29277,-0.00538096
4583,2.58,0.29277,-0.00538096
4584,2.581,0.29277,-0.00538096
4585,2.582,0.29277,-0.00538096
4586,2.583,0.29277,-0.00538096
4587,2.584,0.29277,-0.00364211
4588,2.585,0.29277,-0.00364211
4589,2.586,0.29277,-0.00364211
4590,2.587,0.29277,-0.00364211
4591,2.588,0.29277,-0.00364211
4592,2.589,0.29277,-0.00364211
4593,2.59,0.29277,-0.00364211
4594,2.591,0.29277,-0.00538096
4595,2.592,0.29277,-0.00538096
4596,2.593,0.29277,-0.00538096
4597,2.594,0.29277,-0.00538096
4598,2.595,0.29277,-0.00538096
4599,2.596,0.29277,-0.00538096
4600,2.597,0.29277,-0.00538096
4601,2.598,0.29277,-0.00538096
4602,2.599,0.29277,-0.00538096
4603,2.6,0.29277,-0.00538096
4604,2.601,0.29277,-0.00538096
4605,2.602,0.29277,-0.00364211
4606,2.603,0.29277,-0.00538096
4607,2.604,0.29277,-0.00190326
4608,2.605,0.29277,-0.00364211
4609,2.606,0.29277,-0.00364211
4610,2.607,0.29277,-0.00364211
4611,2.608,0.29277,-0.00364211
4612,2.609,0.29277,-0.00364211
4613,2.61,0.29277,-0.00364211
4614,2.611,0.29277,-0.00538096
4615,2.612,0.29277,-0.00538096
4616,2.613,0.29277,-0.00538096
4617,2.614,0.29277,-0.00538096
4618,2.615,0.29277,-0.00538096
4619,2.616,0.29277,-0.00538096
4620,2.617,0.29277,-0.00538096
4621,2.618,0.29277,-0.00538096
4622,2.619,0.29277,-0.00538096
4623,2.62,0.29277,-0.00538096
4624,2.621,0.29277,-0.00538096
4625,2.622,0.29277,-0.00538096
4626,2.623,0.29277,-0.00364211
4627,2.624,0.29277,-0.00364211
4628,2.625,0.29277,-0.00364211
4629,2.626,0.29277,-0.00364211
4630,2.627,0.29277,-0.00364211
4631,2.628,0.29277,-0.00364211
4632,2.629,0.29277,-0.00364211
4633,2.63,0.29277,-0.00364211
4634,2.631,0.29277,-0.00538096
4635,2.632,0.29277,-0.00538096
4636,2.633,0.29277,-0.00538096
4637,2.634,0.29277,-0.00538096
4638,2.635,0.29277,-0.00538096
4639,2.636,0.29277,-0.00538096
4640,2.637,0.29277,-0.00538096
4641,2.638,0.29277,-0.00538096
4642,2.639,0.29277,-0.00538096
4643,2.64,0.29277,-0.00538096
4644,2.641,0.29277,-0.00538096
4645,2.642,0.29277,-0.00364211
4646,2.643,0.29277,-0.00364211
4647,2.644,0.29277,-0.00364211
4648,2.645,0.29277,-0.00364211
4649,2.646,0.29277,-0.00364211
4650,2.647,0.29277,-0.00364211
4651,2.648,0.29277,-0.00364211
4652,2.649,0.29277,-0.00364211
4653,2.65,0.29277,-0.00364211
4654,2.651,0.29277,-0.00538096
4655,2.652,0.29277,-0.00538096
4656,2.653,0.29277,-0.00538096
4657,2.654,0.29277,-0.00538096
4658,2.655,0.29277,-0.00538096
4659,2.656,0.29277,-0.00538096
4660,2.657,0.29277,-0.00538096
4661,2.658,0.29277,-0.00538096
4662,2.659,0.29277,-0.00538096
4663,2.66,0.29277,-0.00538096
4664,2.661,0.29277,-0.00538096
4665,2.662,0.29277,-0.00364211
4666,2.663,0.29277,-0.00364211
4667,2.664,0.29277,-0.00364211
4668,2.665,0.29277,-0.00364211
4669,2.666,0.29277,-0.00364211
4670,2.667,0.29277,-0.00364211
4671,2.668,0.29277,-0.00364211
4672,2.669,0.29277,-0.00364211
4673,2.67,0.29277,-0.00364211
4674,2.671,0.29277,-0.00538096
4675,2.672,0.29277,-0.00538096
4676,2.673,0.29277,-0.00538096
4677,2.674,0.29277,-0.00538096
4678,2.675,0.29277,-0.00538096
4679,2.676,0.29277,-0.00538096
4680,2.677,0.29277,-0.00538096
4681,2.678,0.29277,-0.00538096
4682,2.679,0.29277,-0.00538096
4683,2.68,0.29277,-0.00538096
4684,2.681,0.29277,-0.00538096
4685,2.682,0.29277,-0.00364211
4686,2.683,0.29277,-0.00364211
4687,2.684,0.29277,-0.00364211
4688,2.685,0.29277,-0.00364211
4689,2.686,0.29277,-0.00364211
4690,2.687,0.29277,-0.00364211
4691,2.688,0.29277,-0.00364211
4692,2.689,0.29277,-0.00364211
4693,2.69,0.29277,-0.00364211
4694,2.691,0.29277,-0.00538096
4695,2.692,0.29277,-0.00538096
4696,2.693,0.29277,-0.00538096
4697,2.694,0.29277,-0.00538096
4698,2.695,0.29277,-0.00538096
4699,2.696,0.29277,-0.00538096
4700,2.697,0.29277,-0.00538096
4701,2.698,0.29277,-0.00538096
4702,2.699,0.29277,-0.00538096
4703,2.7,0.29277,-0.00538096
4704,2.701,0.29277,-0.00364211
4705,2.702,0.29277,-0.00364211
4706,2.703,0.29277,-0.00538096
4707,2.704,0.29277,-0.00364211
4708,2.705,0.29277,-0.00364211
4709,2.706,0.29277,-0.00364211
4710,2.707,0.29277,-0.00364211
4711,2.708,0.29277,-0.00364211
4712,2.709,0.29277,-0.00364211
4713,2.71,0.29277,-0.00364211
4714,2.711,0.29277,-0.00538096
4715,2.712,0.29277,-0.00538096
4716,2.713,0.29277,-0.00538096
4717,2.714,0.29277,-0.00538096
4718,2.715,0.29277,-0.00538096
4719,2.716,0.29277,-0.00538096
4720,2.717,0.29277,-0.00538096
4721,2.718,0.29277,-0.00538096
4722,2.719,0.29277,-0.00538096
4723,2.72,0.29277,-0.00538096
4724,2.721,0.29277,-0.00538096
4725,2.722,0.29277,-0.00364211
4726,2.723,0.29277,-0.00364211
4727,2.724,0.29277,-0.00364211
4728,2.725,0.29277,-0.00364211
4729,2.726,0.29277,-0.00364211
4730,2.727,0.29277,-0.00364211
4731,2.728,0.29277,-0.00364211
4732,2.729,0.29277,-0.00364211
4733,2.73,0.29277,-0.00364211
4734,2.731,0.29277,-0.00538096
4735,2.732,0.29277,-0.00538096
4736,2.733,0.29277,-0.00538096
4737,2.734,0.29277,-0.00538096
4738,2.735,0.29277,-0.00538096
4739,2.736,0.29277,-0.00538096
4740,2.737,0.29277,-0.00538096
4741,2.738,0.29277,-0.00538096
4742,2.739,0.29277,-0.00538096
4743,2.74,0.29277,-0.00538096
4744,2.741,0.29277,-0.00538096
4745,2.742,0.29277,-0.00364211
4746,2.743,0.29277,-0.00364211
4747,2.744,0.29277,-0.00364211
4748,2.745,0.29277,-0.00364211
4749,2.746,0.29277,-0.00364211
4750,2.747,0.29277,-0.00364211
4751,2.748,0.29277,-0.00364211
4752,2.749,0.29277,-0.00364211
4753,2.75,0.29277,-0.00364211
4754,2.751,0.29277,-0.00538096
4755,2.752,0.29277,-0.00538096
4756,2.753,0.29277,-0.00538096
4757,2.754,0.29277,-0.00538096
4758,2.755,0.29277,-0.00538096
4759,2.756,0.29277,-0.00538096
4760,2.757,0.29277,-0.00538096
4761,2.758,0.29277,-0.00538096
4762,2.759,0.29277,-0.00538096
4763,2.76,0.29277,-0.00538096
4764,2.761,0.29277,-0.00364211
4765,2.762,0.29277,-0.00364211
4766,2.763,0.29277,-0.00364211
4767,2.764,0.29277,-0.00364211
4768,2.765,0.29277,-0.00364211
4769,2.766,0.29277,-0.00364211
4770,2.767,0.29277,-0.00364211
4771,2.768,0.29277,-0.00364211
4772,2.769,0.29277,-0.00364211
4773,2.77,0.29277,-0.00364211
4774,2.771,0.29277,-0.00364211
4775,2.772,0.29277,-0.00538096
4776,2.773,0.29277,-0.00538096
4777,2.774,0.29277,-0.00538096
4778,2.775,0.29277,-0.00538096
4779,2.776,0.29277,-0.00538096
4780,2.777,0.29277,-0.00538096
4781,2.778,0.29277,-0.00538096
4782,2.779,0.29277,-0.00538096
4783,2.78,0.29277,-0.00538096
4784,2.781,0.29277,-0.00538096
4785,2.782,0.29277,-0.00538096
4786,2.783,0.29277,-0.00364211
4787,2.784,0.29277,-0.00364211
4788,2.785,0.29277,-0.00364211
4789,2.786,0.29277,-0.00364211
4790,2.787,0.29277,-0.00364211
4791,2.788,0.29277,-0.00364211
4792,2.789,0.29277,-0.00364211
4793,2.79,0.29277,-0.00364211
4794,2.791,0.29277,-0.00538096
4795,2.792,0.29277,-0.00538096
4796,2.793,0.29277,-0.00538096
4797,2.794,0.29277,-0.00538096
4798,2.795,0.29277,-0.00538096
4799,2.796,0.29277,-0.00538096
4800,2.797,0.29277,-0.00538096
4801,2.798,0.29277,-0.00538096
4802,2.799,0.29277,-0.00538096
4803,2.8,0.29277,-0.00538096
4804,2.801,0.29277,-0.00364211
4805,2.802,0.29277,-0.00538096
4806,2.803,0.29277,-0.00364211
4807,2.804,0.29277,-0.00364211
4808,2.805,0.29277,-0.00364211
4809,2.806,0.29277,-0.00364211
4810,2.807,0.29277,-0.00364211
4811,2.808,0.29277,-0.00364211
4812,2.809,0.29277,-0.00364211
4813,2.81,0.29277,-0.00364211
4814,2.811,0.29277,-0.00538096
4815,2.812,0.29277,-0.00538096
4816,2.813,0.29277,-0.00538096
4817,2.814,0.29277,-0.00538096
4818,2.815,0.29277,-0.00538096
4819,2.816,0.29277,-0.00538096
4820,2.817,0.29277,-0.00538096
4821,2.818,0.29277,-0.00538096
4822,2.819,0.29277,-0.00538096
4823,2.82,0.29277,-0.00538096
4824,2.821,0.29277,-0.00538096
4825,2.822,0.29277,-0.00364211
4826,2.823,0.29277,-0.00364211
4827,2.824,0.29277,-0.00364211
4828,2.825,0.29277,-0.00364211
4829,2.826,0.29277,-0.00364211
4830,2.827,0.29277,-0.00364211
4831,2.828,0.29277,-0.00364211
4832,2.829,0.29277,-0.00364211
4833,2.83,0.29277,-0.00364211
4834,2.831,0.29277,-0.00538096
4835,2.832,0.29277,-0.00538096
4836,2.833,0.29277,-0.00538096
4837,2.834,0.29277,-0.00538096
4838,2.835,0.29277,-0.00538096
4839,2.836,0.29277,-0.00538096
4840,2.837,0.29277,-0.00538096
4841,2.838,0.29277,-0.00538096
4842,2.839,0.29277,-0.00538096
4843,2.84,0.29277,-0.00538096
4844,2.841,0.29277,-0.00538096
4845,2.842,0.29277,-0.00538096
4846,2.843,0.29277,-0.00538096
4847,2.844,0.29277,-0.00538096
4848,2.845,0.29277,-0.00364211
4849,2.846,0.29277,-0.00364211
4850,2.847,0.29277,-0.00364211
4851,2.848,0.29277,-0.00364211
4852,2.849,0.29277,-0.00364211
4853,2.85,0.29277,-0.00364211
4854,2.851,0.29277,-0.00538096
4855,2.852,0.29277,-0.00538096
4856,2.853,0.29277,-0.00538096
4857,2.854,0.29277,-0.00538096
4858,2.855,0.29277,-0.00538096
4859,2.856,0.29277,-0.00538096
4860,2.857,0.29277,-0.00538096
4861,2.858,0.29277,-0.00538096
4862,2.859,0.29277,-0.00538096
4863,2.86,0.29277,-0.00538096
4864,2.861,0.29277,-0.00538096
4865,2.862,0.29277,-0.00364211
4866,2.863,0.29277,-0.00538096
4867,2.864,0.29277,-0.00364211
4868,2.865,0.29277,-0.00364211
4869,2.866,0.29277,-0.00364211
4870,2.867,0.29277,-0.00364211
4871,2.868,0.29277,-0.00364211
4872,2.869,0.29277,-0.00364211
4873,2.87,0.29277,-0.00364211
4874,2.871,0.29277,-0.00538096
4875,2.872,0.29277,-0.00538096
4876,2.873,0.29277,-0.00538096
4877,2.874,0.29277,-0.00538096
4878,2.875,0.29277,-0.00538096
4879,2.876,0.29277,-0.00538096
4880,2.877,0.29277,-0.00538096
4881,2.878,0.29277,-0.00538096
4882,2.879,0.29277,-0.00538096
4883,2.88,0.29277,-0.00538096
4884,2.881,0.29277,-0.00538096
4885,2.882,0.29277,-0.00538096
4886,2.883,0.29277,-0.00538096
4887,2.884,0.29277,-0.00538096
4888,2.885,0.29277,-0.00364211
4889,2.886,0.29277,-0.00364211
4890,2.887,0.29277,-0.00364211
4891,2.888,0.29277,-0.00364211
4892,2.889,0.29277,-0.00364211
4893,2.89,0.29277,-0.00538096
4894,2.891,0.29277,-0.00538096
4895,2.892,0.29277,-0.00538096
4896,2.893,0.29277,-0.00538096
4897,2.894,0.29277,-0.00538096
4898,2.895,0.29277,-0.00538096
4899,2.896,0.29277,-0.00538096
4900,2.897,0.29277,-0.00538096
4901,2.898,0.29277,-0.00538096
4902,2.899,0.29277,-0.00538096
4903,2.9,0.29277,-0.00538096
4904,2.901,0.29277,-0.00538096
4905,2.902,0.29277,-0.00538096
4906,2.903,0.29277,-0.00364211
4907,2.904,0.29277,-0.00364211
4908,2.905,0.29277,-0.00364211
4909,2.906,0.29277,-0.00364211
4910,2.907,0.29277,-0.00364211
4911,2.908,0.29277,-0.00364211
4912,2.909,0.29277,-0.00364211
4913,2.91,0.29277,-0.00364211
4914,2.911,0.29277,-0.00538096
4915,2.912,0.29277,-0.00538096
4916,2.913,0.29277,-0.00538096
4917,2.914,0.29277,-0.00538096
4918,2.915,0.29277,-0.00538096
4919,2.916,0.29277,-0.00538096
4920,2.917,0.29277,-0.00538096
4921,2.918,0.29277,-0.00538096
4922,2.919,0.29277,-0.00538096
4923,2.92,0.29277,-0.00538096
4924,2.921,0.29277,-0.00538096
4925,2.922,0.29277,-0.00538096
4926,2.923,0.29277,-0.00364211
4927,2.924,0.29277,-0.00364211
4928,2.925,0.29277,-0.00364211
4929,2.926,0.29277,-0.00364211
4930,2.927,0.29277,-0.00364211
4931,2.928,0.29277,-0.00364211
4932,2.929,0.29277,-0.00364211
4933,2.93,0.29277,-0.00364211
4934,2.931,0.29277,-0.00364211
4935,2.932,0.29277,-0.00538096
4936,2.933,0.29277,-0.00538096
4937,2.934,0.29277,-0.00538096
4938,2.935,0.29277,-0.00538096
4939,2.936,0.29277,-0.00538096
4940,2.937,0.29277,-0.00538096
4941,2.938,0.29277,-0.00538096
4942,2.939,0.29277,-0.00538096
4943,2.94,0.29277,-0.00538096
4944,2.941,0.29277,-0.00538096
4945,2.942,0.29277,-0.00538096
4946,2.943,0.29277,-0.00364211
4947,2.944,0.29277,-0.00364211
4948,2.945,0.29277,-0.00364211
4949,2.946,0.29277,-0.00364211
4950,2.947,0.29277,-0.00364211
4951,2.948,0.29277,-0.00364211
4952,2.949,0.29277,-0.00364211
4953,2.95,0.29277,-0.00364211
4954,2.951,0.29277,-0.00538096
4955,2.952,0.29277,-0.00538096
4956,2.953,0.29277,-0.00538096
4957,2.954,0.29277,-0.00538096
4958,2.955,0.29277,-0.00538096
4959,2.956,0.29277,-0.00538096
4960,2.957,0.29277,-0.00538096
4961,2.958,0.29277,-0.00538096
4962,2.959,0.29277,-0.00538096
4963,2.96,0.29277,-0.00538096
4964,2.961,0.29277,-0.00538096
4965,2.962,0.29277,-0.00538096
4966,2.963,0.29277,-0.00364211
4967,2.964,0.29277,-0.00538096
4968,2.965,0.29277,-0.00190326
4969,2.966,0.29277,-0.00364211
4970,2.967,0.29277,-0.00364211
4971,2.968,0.29277,-0.00364211
4972,2.969,0.29277,-0.00364211
4973,2.97,0.29277,-0.00364211
4974,2.971,0.29277,-0.00538096
4975,2.972,0.29277,-0.00538096
4976,2.973,0.29277,-0.00538096
4977,2.974,0.29277,-0.00538096
4978,2.975,0.29277,-0.00538096
4979,2.976,0.29277,-0.00538096
4980,2.977,0.29277,-0.00538096
4981,2.978,0.29277,-0.00538096
4982,2.979,0.29277,-0.00538096
4983,2.98,0.29277,-0.00538096
4984,2.981,0.29277,-0.00538096
4985,2.982,0.29277,-0.00538096
4986,2.983,0.29277,-0.00538096
4987,2.984,0.29277,-0.00364211
4988,2.985,0.29277,-0.00364211
4989,2.986,0.29277,-0.00364211
4990,2.987,0.29277,-0.00364211
4991,2.988,0.29277,-0.00364211
4992,2.989,0.29277,-0.00364211
4993,2.99,0.29277,-0.00538096
4994,2.991,0.29277,-0.00538096
4995,2.992,0.29277,-0.00538096
4996,2.993,0.29277,-0.00538096
4997,2.994,0.29277,-0.00538096
4998,2.995,0.29277,-0.00538096
4999,2.996,0.29277,-0.00538096
5000,2.997,0.29277,-0.00538096
5001,2.998,0.29277,-0.00538096
5002,2.999,0.29277,-0.00538096
5003,3,0.29277,-0.00538096
5004,3.001,0.29277,-0.00538096
5005,3.002,0.29277,-0.00538096
5006,3.003,0.29277,-0.00364211
5007,3.004,0.29277,-0.00364211
5008,3.005,0.29277,-0.00364211
5009,3.006,0.29277,-0.00364211
5010,3.007,0.29277,-0.00364211
5011,3.008,0.29277,-0.00364211
5012,3.009,0.29277,-0.00364211
5013,3.01,0.29277,-0.00364211
5014,3.011,0.29277,-0.00538096
5015,3.012,0.29277,-0.00538096
5016,3.013,0.29277,-0.00538096
5017,3.014,0.29277,-0.00538096
5018,3.015,0.29277,-0.00538096
5019,3.016,0.29277,-0.00538096
5020,3.017,0.29277,-0.00538096
5021,3.018,0.29277,-0.00538096
5022,3.019,0.29277,-0.00538096
5023,3.02,0.29277,-0.00538096
5024,3.021,0.29277,-0.00538096
5025,3.022,0.29277,-0.00538096
5026,3.023,0.29277,-0.00538096
5027,3.024,0.29277,-0.00364211
5028,3.025,0.29277,-0.00364211
5029,3.026,0.29277,-0.00364211
5030,3.027,0.29277,-0.00364211
5031,3.028,0.29277,-0.00364211
5032,3.029,0.29277,-0.00364211
5033,3.03,0.29277,-0.00538096
5034,3.031,0.29277,-0.00538096
5035,3.032,0.29277,-0.00538096
5036,3.033,0.29277,-0.00538096
5037,3.034,0.29277,-0.00538096
5038,3.035,0.29277,-0.00538096
5039,3.036,0.29277,-0.00538096
5040,3.037,0.29277,-0.00538096
5041,3.038,0.29277,-0.00538096
5042,3.039,0.29277,-0.00538096
5043,3.04,0.29277,-0.00538096
5044,3.041,0.29277,-0.00538096
5045,3.042,0.29277,-0.00538096
5046,3.043,0.29277,-0.00538096
5047,3.044,0.29277,-0.00538096
5048,3.045,0.29277,-0.00364211
5049,3.046,0.29277,-0.00364211
5050,3.047,0.29277,-0.00364211
5051,3.048,0.29277,-0.00364211
5052,3.049,0.29277,-0.00364211
5053,3.05,0.29277,-0.00364211
5054,3.051,0.29277,-0.00538096
5055,3.052,0.29277,-0.00538096
5056,3.053,0.29277,-0.00538096
5057,3.054,0.29277,-0.00538096
5058,3.055,0.29277,-0.00538096
5059,3.056,0.29277,-0.00538096
5060,3.057,0.29277,-0.00538096
5061,3.058,0.29277,-0.00538096
5062,3.059,0.29277,-0.00538096
5063,3.06,0.29277,-0.00538096
5064,3.061,0.29277,-0.00538096
5065,3.062,0.29277,-0.00538096
5066,3.063,0.29277,-0.00364211
5067,3.064,0.29277,-0.00364211
5068,3.065,0.29277,-0.00364211
5069,3.066,0.29277,-0.00364211
5070,3.067,0.29277,-0.00364211
5071,3.068,0.29277,-0.00364211
5072,3.069,0.29277,-0.00364211
5073,3.07,0.29277,-0.00364211
5074,3.071,0.29277,-0.00538096
5075,3.072,0.29277,-0.00538096
5076,3.073,0.29277,-0.00538096
5077,3.074,0.29277,-0.00538096
5078,3.075,0.29277,-0.00538096
5079,3.076,0.29277,-0.00538096
5080,3.077,0.29277,-0.00538096
5081,3.078,0.29277,-0.00538096
5082,3.079,0.29277,-0.00538096
5083,3.08,0.29277,-0.00538096
5084,3.081,0.29277,-0.00538096
5085,3.082,0.29277,-0.00364211
5086,3.083,0.29277,-0.00190326
5087,3.084,0.29277,-0.00364211
5088,3.085,0.29277,-0.00364211
5089,3.086,0.29277,-0.00364211
5090,3.087,0.29277,-0.00364211
5091,3.088,0.29277,-0.00364211
