;Scopy version,f4beeb1
;Exported on,lundi octobre 13/10/2025
;Device,M2K
;Nr of samples,16000
;Sample rate,1000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
1935,-0.068,0.125841,-0.00364211
1936,-0.067,0.125841,-0.00538096
1937,-0.066,0.125841,-0.00538096
1938,-0.065,0.125841,-0.00538096
1939,-0.064,0.125841,-0.00538096
1940,-0.063,0.125841,-0.00538096
1941,-0.062,0.125841,-0.00538096
1942,-0.061,0.125841,-0.00538096
1943,-0.06,0.125841,-0.00364211
1944,-0.059,0.125841,-0.00364211
1945,-0.058,0.125841,-0.00364211
1946,-0.057,0.125841,-0.00364211
1947,-0.056,0.125841,-0.00364211
1948,-0.055,0.125841,-0.00364211
1949,-0.054,0.125841,-0.00364211
1950,-0.053,0.125841,-0.00364211
1951,-0.052,0.125841,-0.00364211
1952,-0.051,0.125841,-0.00364211
1953,-0.05,0.125841,-0.00364211
1954,-0.049,0.125841,-0.00364211
1955,-0.048,0.125841,-0.00364211
1956,-0.047,0.125841,-0.00538096
1957,-0.046,0.125841,-0.00538096
1958,-0.045,0.125841,-0.00538096
1959,-0.044,0.125841,-0.00538096
1960,-0.043,0.125841,-0.00538096
1961,-0.042,0.125841,-0.00538096
1962,-0.041,0.125841,-0.00538096
1963,-0.04,0.125841,-0.00538096
1964,-0.039,0.125841,-0.00364211
1965,-0.038,0.125841,-0.00364211
1966,-0.037,0.125841,-0.00364211
1967,-0.036,0.125841,-0.00364211
1968,-0.035,0.125841,-0.00364211
1969,-0.034,0.125841,-0.00364211
1970,-0.033,0.125841,-0.00364211
1971,-0.032,0.125841,-0.00364211
1972,-0.031,0.125841,-0.00364211
1973,-0.03,0.125841,-0.00364211
1974,-0.029,0.125841,-0.00364211
1975,-0.028,0.125841,-0.00364211
1976,-0.027,0.125841,-0.00538096
1977,-0.026,0.125841,-0.00538096
1978,-0.025,0.125841,-0.00538096
1979,-0.024,0.125841,-0.00538096
1980,-0.023,0.125841,-0.00538096
1981,-0.022,0.125841,-0.00538096
1982,-0.021,0.125841,-0.00538096
1983,-0.02,0.125841,-0.00364211
1984,-0.019,0.125841,-0.00364211
1985,-0.018,0.125841,-0.00364211
1986,-0.017,0.125841,-0.00364211
1987,-0.016,0.125841,-0.00364211
1988,-0.015,0.125841,-0.00364211
1989,-0.014,0.125841,-0.00364211
1990,-0.013,0.125841,-0.00364211
1991,-0.012,0.125841,-0.00364211
1992,-0.011,0.125841,-0.00364211
1993,-0.01,0.125841,-0.00364211
1994,-0.009,0.125841,-0.00364211
1995,-0.008,0.125841,-0.00364211
1996,-0.007,0.125841,-0.00538096
1997,-0.006,0.125841,-0.00538096
1998,-0.005,0.125841,-0.00538096
1999,-0.004,0.125841,-0.00538096
2000,-0.003,0.125841,-0.00538096
2001,-0.002,0.125841,-0.00538096
2002,-0.001,0.125841,-0.00538096
2003,0,0.125841,-0.00538096
2004,0.001,0.162357,-0.00538096
2005,0.002,0.259732,-0.00538096
2006,0.003,0.264949,-0.00538096
2007,0.004,0.268426,-0.00538096
2008,0.005,0.268426,-0.00538096
2009,0.006,0.266688,-0.00538096
2010,0.007,0.270165,-0.00364211
2011,0.008,0.176267,-0.00364211
2012,0.009,0.148446,-0.00364211
2013,0.01,0.144968,-0.00364211
2014,0.011,0.14149,-0.00538096
2015,0.012,0.143229,-0.00538096
2016,0.013,0.143229,-0.00538096
2017,0.014,0.143229,-0.00538096
2018,0.015,0.143229,-0.00538096
2019,0.016,0.143229,-0.00538096
2020,0.017,0.143229,-0.00538096
2021,0.018,0.143229,-0.00538096
2022,0.019,0.143229,-0.00538096
2023,0.02,0.143229,-0.00538096
2024,0.021,0.143229,-0.00538096
2025,0.022,0.143229,-0.00538096
2026,0.023,0.143229,-0.00538096
2027,0.024,0.143229,-0.00538096
2028,0.025,0.143229,-0.00538096
2029,0.026,0.143229,-0.00538096
2030,0.027,0.143229,-0.00364211
2031,0.028,0.143229,-0.00364211
2032,0.029,0.143229,-0.00364211
2033,0.03,0.143229,-0.00538096
2034,0.031,0.143229,-0.00538096
2035,0.032,0.143229,-0.00538096
2036,0.033,0.143229,-0.00538096
2037,0.034,0.143229,-0.00538096
2038,0.035,0.143229,-0.00538096
2039,0.036,0.143229,-0.00538096
2040,0.037,0.143229,-0.00538096
2041,0.038,0.143229,-0.00538096
2042,0.039,0.143229,-0.00538096
2043,0.04,0.143229,-0.00538096
2044,0.041,0.143229,-0.00538096
2045,0.042,0.143229,-0.00538096
2046,0.043,0.143229,-0.00538096
2047,0.044,0.143229,-0.00538096
2048,0.045,0.143229,-0.00538096
2049,0.046,0.143229,-0.00538096
2050,0.047,0.143229,-0.00364211
2051,0.048,0.143229,-0.00364211
2052,0.049,0.143229,-0.00364211
2053,0.05,0.143229,-0.00538096
2054,0.051,0.143229,-0.00538096
2055,0.052,0.143229,-0.00538096
2056,0.053,0.143229,-0.00538096
2057,0.054,0.143229,-0.00538096
2058,0.055,0.143229,-0.00538096
2059,0.056,0.143229,-0.00538096
2060,0.057,0.143229,-0.00538096
2061,0.058,0.143229,-0.00538096
2062,0.059,0.143229,-0.00538096
2063,0.06,0.143229,-0.00538096
2064,0.061,0.143229,-0.00538096
2065,0.062,0.143229,-0.00538096
2066,0.063,0.143229,-0.00538096
2067,0.064,0.143229,-0.00538096
2068,0.065,0.143229,-0.00538096
2069,0.066,0.143229,-0.00538096
2070,0.067,0.143229,-0.00364211
2071,0.068,0.143229,-0.00364211
2072,0.069,0.143229,-0.00364211
2073,0.07,0.143229,-0.00364211
2074,0.071,0.143229,-0.00538096
2075,0.072,0.143229,-0.00538096
2076,0.073,0.143229,-0.00538096
2077,0.074,0.143229,-0.00538096
2078,0.075,0.143229,-0.00538096
2079,0.076,0.143229,-0.00538096
2080,0.077,0.143229,-0.00538096
2081,0.078,0.143229,-0.00538096
2082,0.079,0.143229,-0.00538096
2083,0.08,0.143229,-0.00538096
2084,0.081,0.143229,-0.00538096
2085,0.082,0.143229,-0.00538096
2086,0.083,0.143229,-0.00538096
2087,0.084,0.143229,-0.00538096
2088,0.085,0.143229,-0.00538096
2089,0.086,0.143229,-0.00538096
2090,0.087,0.143229,-0.00364211
2091,0.088,0.143229,-0.00364211
2092,0.089,0.143229,-0.00364211
2093,0.09,0.143229,-0.00538096
2094,0.091,0.143229,-0.00538096
2095,0.092,0.143229,-0.00538096
2096,0.093,0.143229,-0.00538096
2097,0.094,0.143229,-0.00538096
2098,0.095,0.143229,-0.00538096
2099,0.096,0.143229,-0.00538096
2100,0.097,0.143229,-0.00538096
2101,0.098,0.143229,-0.00538096
2102,0.099,0.143229,-0.00538096
2103,0.1,0.143229,-0.00538096
2104,0.101,0.143229,-0.00538096
2105,0.102,0.143229,-0.00538096
2106,0.103,0.143229,-0.00538096
2107,0.104,0.143229,-0.00538096
2108,0.105,0.143229,-0.00538096
2109,0.106,0.143229,-0.00538096
2110,0.107,0.143229,-0.00364211
2111,0.108,0.143229,-0.00364211
2112,0.109,0.143229,-0.00364211
2113,0.11,0.143229,-0.00538096
2114,0.111,0.143229,-0.00538096
2115,0.112,0.143229,-0.00538096
2116,0.113,0.143229,-0.00538096
2117,0.114,0.143229,-0.00538096
2118,0.115,0.143229,-0.00538096
2119,0.116,0.143229,-0.00538096
2120,0.117,0.143229,-0.00538096
2121,0.118,0.143229,-0.00538096
2122,0.119,0.143229,-0.00538096
2123,0.12,0.143229,-0.00538096
2124,0.121,0.143229,-0.00538096
2125,0.122,0.143229,-0.00538096
2126,0.123,0.143229,-0.00538096
2127,0.124,0.143229,-0.00538096
2128,0.125,0.143229,-0.00538096
2129,0.126,0.143229,-0.00538096
2130,0.127,0.143229,-0.00364211
2131,0.128,0.143229,-0.00364211
2132,0.129,0.143229,-0.00364211
2133,0.13,0.143229,-0.00538096
2134,0.131,0.143229,-0.00538096
2135,0.132,0.143229,-0.00538096
2136,0.133,0.143229,-0.00538096
2137,0.134,0.143229,-0.00538096
2138,0.135,0.143229,-0.00538096
2139,0.136,0.143229,-0.00538096
2140,0.137,0.143229,-0.00538096
2141,0.138,0.143229,-0.00538096
2142,0.139,0.143229,-0.00538096
2143,0.14,0.143229,-0.00538096
2144,0.141,0.143229,-0.00538096
2145,0.142,0.143229,-0.00538096
2146,0.143,0.143229,-0.00538096
2147,0.144,0.143229,-0.00538096
2148,0.145,0.143229,-0.00538096
2149,0.146,0.143229,-0.00538096
2150,0.147,0.143229,-0.00364211
2151,0.148,0.143229,-0.00364211
2152,0.149,0.143229,-0.00364211
2153,0.15,0.143229,-0.00538096
2154,0.151,0.143229,-0.00538096
2155,0.152,0.143229,-0.00538096
2156,0.153,0.143229,-0.00538096
2157,0.154,0.143229,-0.00538096
2158,0.155,0.143229,-0.00538096
2159,0.156,0.143229,-0.00538096
2160,0.157,0.143229,-0.00538096
2161,0.158,0.143229,-0.00538096
2162,0.159,0.143229,-0.00538096
2163,0.16,0.143229,-0.00538096
2164,0.161,0.143229,-0.00538096
2165,0.162,0.143229,-0.00538096
2166,0.163,0.143229,-0.00538096
2167,0.164,0.143229,-0.00538096
2168,0.165,0.143229,-0.00538096
2169,0.166,0.143229,-0.00538096
2170,0.167,0.143229,-0.00364211
2171,0.168,0.143229,-0.00364211
2172,0.169,0.143229,-0.00364211
2173,0.17,0.143229,-0.00364211
2174,0.171,0.143229,-0.00538096
2175,0.172,0.143229,-0.00538096
2176,0.173,0.143229,-0.00538096
2177,0.174,0.143229,-0.00538096
2178,0.175,0.143229,-0.00538096
2179,0.176,0.143229,-0.00538096
2180,0.177,0.143229,-0.00538096
2181,0.178,0.143229,-0.00538096
2182,0.179,0.143229,-0.00538096
2183,0.18,0.143229,-0.00538096
2184,0.181,0.143229,-0.00538096
2185,0.182,0.143229,-0.00538096
2186,0.183,0.143229,-0.00538096
2187,0.184,0.143229,-0.00538096
2188,0.185,0.143229,-0.00538096
2189,0.186,0.143229,-0.00538096
2190,0.187,0.143229,-0.00364211
2191,0.188,0.143229,-0.00364211
2192,0.189,0.143229,-0.00364211
2193,0.19,0.143229,-0.00538096
2194,0.191,0.143229,-0.00538096
2195,0.192,0.143229,-0.00538096
2196,0.193,0.143229,-0.00538096
2197,0.194,0.143229,-0.00538096
2198,0.195,0.143229,-0.00538096
2199,0.196,0.143229,-0.00538096
2200,0.197,0.143229,-0.00538096
2201,0.198,0.143229,-0.00538096
2202,0.199,0.143229,-0.00538096
2203,0.2,0.143229,-0.00538096
2204,0.201,0.143229,-0.00538096
2205,0.202,0.143229,-0.00538096
2206,0.203,0.143229,-0.00538096
2207,0.204,0.143229,-0.00538096
2208,0.205,0.143229,-0.00538096
2209,0.206,0.143229,-0.00538096
2210,0.207,0.143229,-0.00364211
2211,0.208,0.143229,-0.00364211
2212,0.209,0.143229,-0.00364211
2213,0.21,0.143229,-0.00538096
2214,0.211,0.143229,-0.00538096
2215,0.212,0.143229,-0.00538096
2216,0.213,0.143229,-0.00538096
2217,0.214,0.143229,-0.00538096
2218,0.215,0.143229,-0.00538096
2219,0.216,0.143229,-0.00538096
2220,0.217,0.143229,-0.00538096
2221,0.218,0.143229,-0.00538096
2222,0.219,0.143229,-0.00538096
2223,0.22,0.143229,-0.00538096
2224,0.221,0.143229,-0.00538096
2225,0.222,0.143229,-0.00538096
2226,0.223,0.143229,-0.00538096
2227,0.224,0.143229,-0.00538096
2228,0.225,0.143229,-0.00538096
2229,0.226,0.143229,-0.00538096
2230,0.227,0.143229,-0.00364211
2231,0.228,0.143229,-0.00364211
2232,0.229,0.143229,-0.00364211
2233,0.23,0.143229,-0.00364211
2234,0.231,0.143229,-0.00538096
2235,0.232,0.143229,-0.00538096
2236,0.233,0.143229,-0.00538096
2237,0.234,0.143229,-0.00538096
2238,0.235,0.143229,-0.00538096
2239,0.236,0.143229,-0.00538096
2240,0.237,0.143229,-0.00538096
2241,0.238,0.143229,-0.00538096
2242,0.239,0.143229,-0.00538096
2243,0.24,0.143229,-0.00538096
2244,0.241,0.143229,-0.00538096
2245,0.242,0.143229,-0.00538096
2246,0.243,0.143229,-0.00538096
2247,0.244,0.143229,-0.00538096
2248,0.245,0.143229,-0.00538096
2249,0.246,0.143229,-0.00538096
2250,0.247,0.143229,-0.00364211
2251,0.248,0.143229,-0.00364211
2252,0.249,0.143229,-0.00364211
2253,0.25,0.143229,-0.00364211
2254,0.251,0.143229,-0.00538096
2255,0.252,0.143229,-0.00538096
2256,0.253,0.143229,-0.00538096
2257,0.254,0.143229,-0.00538096
2258,0.255,0.143229,-0.00538096
2259,0.256,0.143229,-0.00538096
2260,0.257,0.143229,-0.00538096
2261,0.258,0.143229,-0.00538096
2262,0.259,0.143229,-0.00538096
2263,0.26,0.143229,-0.00538096
2264,0.261,0.143229,-0.00538096
2265,0.262,0.143229,-0.00538096
2266,0.263,0.143229,-0.00538096
2267,0.264,0.143229,-0.00538096
2268,0.265,0.143229,-0.00538096
2269,0.266,0.143229,-0.00538096
2270,0.267,0.143229,-0.00364211
2271,0.268,0.143229,-0.00364211
2272,0.269,0.143229,-0.00364211
2273,0.27,0.143229,-0.00364211
2274,0.271,0.143229,-0.00538096
2275,0.272,0.143229,-0.00538096
2276,0.273,0.143229,-0.00538096
2277,0.274,0.143229,-0.00538096
2278,0.275,0.143229,-0.00538096
2279,0.276,0.143229,-0.00538096
2280,0.277,0.143229,-0.00538096
2281,0.278,0.143229,-0.00538096
2282,0.279,0.143229,-0.00538096
2283,0.28,0.143229,-0.00538096
2284,0.281,0.143229,-0.00538096
2285,0.282,0.143229,-0.00538096
2286,0.283,0.143229,-0.00538096
2287,0.284,0.143229,-0.00538096
2288,0.285,0.143229,-0.00538096
2289,0.286,0.143229,-0.00538096
2290,0.287,0.143229,-0.00364211
2291,0.288,0.143229,-0.00364211
2292,0.289,0.143229,-0.00364211
2293,0.29,0.143229,-0.00538096
2294,0.291,0.143229,-0.00538096
2295,0.292,0.143229,-0.00538096
2296,0.293,0.143229,-0.00538096
2297,0.294,0.143229,-0.00538096
2298,0.295,0.143229,-0.00538096
2299,0.296,0.143229,-0.00538096
2300,0.297,0.143229,-0.00538096
2301,0.298,0.143229,-0.00538096
2302,0.299,0.143229,-0.00538096
2303,0.3,0.143229,-0.00538096
2304,0.301,0.143229,-0.00538096
2305,0.302,0.143229,-0.00538096
2306,0.303,0.143229,-0.00538096
2307,0.304,0.143229,-0.00538096
2308,0.305,0.143229,-0.00538096
2309,0.306,0.143229,-0.00538096
2310,0.307,0.143229,-0.00364211
2311,0.308,0.143229,-0.00364211
2312,0.309,0.143229,-0.00364211
2313,0.31,0.143229,-0.00538096
2314,0.311,0.143229,-0.00538096
2315,0.312,0.143229,-0.00538096
2316,0.313,0.143229,-0.00538096
2317,0.314,0.143229,-0.00538096
2318,0.315,0.143229,-0.00538096
2319,0.316,0.143229,-0.00538096
2320,0.317,0.143229,-0.00538096
2321,0.318,0.143229,-0.00538096
2322,0.319,0.143229,-0.00538096
2323,0.32,0.143229,-0.00538096
2324,0.321,0.143229,-0.00538096
2325,0.322,0.143229,-0.00538096
2326,0.323,0.143229,-0.00538096
2327,0.324,0.143229,-0.00538096
2328,0.325,0.143229,-0.00538096
2329,0.326,0.143229,-0.00538096
2330,0.327,0.143229,-0.00364211
2331,0.328,0.143229,-0.00364211
2332,0.329,0.143229,-0.00364211
2333,0.33,0.143229,-0.00364211
2334,0.331,0.143229,-0.00538096
2335,0.332,0.143229,-0.00538096
2336,0.333,0.143229,-0.00538096
2337,0.334,0.143229,-0.00538096
2338,0.335,0.143229,-0.00538096
2339,0.336,0.143229,-0.00538096
2340,0.337,0.143229,-0.00538096
2341,0.338,0.143229,-0.00538096
2342,0.339,0.143229,-0.00538096
2343,0.34,0.143229,-0.00538096
2344,0.341,0.143229,-0.00538096
2345,0.342,0.143229,-0.00538096
2346,0.343,0.143229,-0.00538096
2347,0.344,0.143229,-0.00538096
2348,0.345,0.143229,-0.00538096
2349,0.346,0.143229,-0.00538096
2350,0.347,0.143229,-0.00364211
2351,0.348,0.143229,-0.00364211
2352,0.349,0.143229,-0.00364211
2353,0.35,0.143229,-0.00538096
2354,0.351,0.143229,-0.00538096
2355,0.352,0.143229,-0.00538096
2356,0.353,0.143229,-0.00538096
2357,0.354,0.143229,-0.00538096
2358,0.355,0.143229,-0.00538096
2359,0.356,0.143229,-0.00538096
2360,0.357,0.143229,-0.00538096
2361,0.358,0.143229,-0.00538096
2362,0.359,0.143229,-0.00538096
2363,0.36,0.143229,-0.00538096
2364,0.361,0.143229,-0.00538096
2365,0.362,0.143229,-0.00538096
2366,0.363,0.143229,-0.00538096
2367,0.364,0.143229,-0.00538096
2368,0.365,0.143229,-0.00538096
2369,0.366,0.143229,-0.00538096
2370,0.367,0.143229,-0.00364211
2371,0.368,0.143229,-0.00364211
2372,0.369,0.143229,-0.00364211
2373,0.37,0.143229,-0.00364211
2374,0.371,0.143229,-0.00538096
2375,0.372,0.143229,-0.00538096
2376,0.373,0.143229,-0.00538096
2377,0.374,0.143229,-0.00538096
2378,0.375,0.143229,-0.00538096
2379,0.376,0.143229,-0.00538096
2380,0.377,0.143229,-0.00538096
2381,0.378,0.143229,-0.00538096
2382,0.379,0.143229,-0.00538096
2383,0.38,0.143229,-0.00538096
2384,0.381,0.143229,-0.00538096
2385,0.382,0.143229,-0.00538096
2386,0.383,0.143229,-0.00538096
2387,0.384,0.143229,-0.00538096
2388,0.385,0.143229,-0.00538096
2389,0.386,0.143229,-0.00538096
2390,0.387,0.143229,-0.00364211
2391,0.388,0.143229,-0.00364211
2392,0.389,0.143229,-0.00364211
2393,0.39,0.143229,-0.00364211
2394,0.391,0.143229,-0.00538096
2395,0.392,0.143229,-0.00538096
2396,0.393,0.143229,-0.00538096
2397,0.394,0.143229,-0.00538096
2398,0.395,0.143229,-0.00538096
2399,0.396,0.143229,-0.00538096
2400,0.397,0.143229,-0.00538096
2401,0.398,0.143229,-0.00538096
2402,0.399,0.143229,-0.00538096
2403,0.4,0.143229,-0.00538096
2404,0.401,0.143229,-0.00538096
2405,0.402,0.143229,-0.00538096
2406,0.403,0.143229,-0.00538096
2407,0.404,0.143229,-0.00538096
2408,0.405,0.143229,-0.00538096
2409,0.406,0.143229,-0.00538096
2410,0.407,0.143229,-0.00364211
2411,0.408,0.143229,-0.00364211
2412,0.409,0.143229,-0.00364211
2413,0.41,0.143229,-0.00364211
2414,0.411,0.143229,-0.00538096
2415,0.412,0.143229,-0.00538096
2416,0.413,0.143229,-0.00538096
2417,0.414,0.143229,-0.00538096
2418,0.415,0.143229,-0.00538096
2419,0.416,0.143229,-0.00538096
2420,0.417,0.143229,-0.00538096
2421,0.418,0.143229,-0.00538096
2422,0.419,0.143229,-0.00538096
2423,0.42,0.143229,-0.00538096
2424,0.421,0.143229,-0.00538096
2425,0.422,0.143229,-0.00538096
2426,0.423,0.143229,-0.00538096
2427,0.424,0.143229,-0.00538096
2428,0.425,0.143229,-0.00538096
2429,0.426,0.143229,-0.00538096
2430,0.427,0.143229,-0.00364211
2431,0.428,0.143229,-0.00364211
2432,0.429,0.143229,-0.00364211
2433,0.43,0.143229,-0.00364211
2434,0.431,0.143229,-0.00538096
2435,0.432,0.143229,-0.00538096
2436,0.433,0.143229,-0.00538096
2437,0.434,0.143229,-0.00538096
2438,0.435,0.143229,-0.00538096
2439,0.436,0.143229,-0.00538096
2440,0.437,0.143229,-0.00538096
2441,0.438,0.143229,-0.00538096
2442,0.439,0.143229,-0.00538096
2443,0.44,0.143229,-0.00538096
2444,0.441,0.143229,-0.00538096
2445,0.442,0.143229,-0.00538096
2446,0.443,0.143229,-0.00538096
2447,0.444,0.143229,-0.00538096
2448,0.445,0.143229,-0.00538096
2449,0.446,0.143229,-0.00364211
2450,0.447,0.143229,-0.00364211
2451,0.448,0.143229,-0.00364211
2452,0.449,0.143229,-0.00364211
2453,0.45,0.143229,-0.00364211
2454,0.451,0.143229,-0.00538096
2455,0.452,0.143229,-0.00538096
2456,0.453,0.143229,-0.00538096
2457,0.454,0.143229,-0.00538096
2458,0.455,0.143229,-0.00538096
2459,0.456,0.143229,-0.00538096
2460,0.457,0.143229,-0.00538096
2461,0.458,0.143229,-0.00538096
2462,0.459,0.143229,-0.00538096
2463,0.46,0.143229,-0.00538096
2464,0.461,0.143229,-0.00538096
2465,0.462,0.143229,-0.00538096
2466,0.463,0.143229,-0.00538096
2467,0.464,0.143229,-0.00538096
2468,0.465,0.143229,-0.00538096
2469,0.466,0.143229,-0.00538096
2470,0.467,0.143229,-0.00364211
2471,0.468,0.143229,-0.00364211
2472,0.469,0.143229,-0.00364211
2473,0.47,0.143229,-0.00538096
2474,0.471,0.143229,-0.00538096
2475,0.472,0.143229,-0.00538096
2476,0.473,0.143229,-0.00538096
2477,0.474,0.143229,-0.00538096
2478,0.475,0.143229,-0.00538096
2479,0.476,0.143229,-0.00538096
2480,0.477,0.143229,-0.00538096
2481,0.478,0.143229,-0.00538096
2482,0.479,0.143229,-0.00538096
2483,0.48,0.143229,-0.00538096
2484,0.481,0.143229,-0.00538096
2485,0.482,0.143229,-0.00538096
2486,0.483,0.143229,-0.00538096
2487,0.484,0.143229,-0.00538096
2488,0.485,0.143229,-0.00538096
2489,0.486,0.143229,-0.00538096
2490,0.487,0.143229,-0.00364211
2491,0.488,0.143229,-0.00364211
2492,0.489,0.143229,-0.00364211
2493,0.49,0.143229,-0.00364211
2494,0.491,0.143229,-0.00538096
2495,0.492,0.143229,-0.00538096
2496,0.493,0.143229,-0.00538096
2497,0.494,0.143229,-0.00538096
2498,0.495,0.14149,-0.00538096
2499,0.496,0.174528,-0.00538096
2500,0.497,0.268426,-0.00538096
2501,0.498,0.275382,-0.00538096
2502,0.499,0.27886,-0.00538096
2503,0.5,0.27886,-0.00538096
2504,0.501,0.280598,-0.00538096
2505,0.502,0.280598,-0.00538096
2506,0.503,0.280598,-0.00364211
2507,0.504,0.280598,-0.00364211
2508,0.505,0.280598,-0.00364211
2509,0.506,0.280598,-0.00364211
2510,0.507,0.280598,-0.00364211
2511,0.508,0.27886,-0.00364211
2512,0.509,0.27886,-0.00364211
2513,0.51,0.282337,-0.00364211
2514,0.511,0.280598,-0.00364211
2515,0.512,0.287554,-0.00364211
2516,0.513,0.195395,-0.00538096
2517,0.514,0.146707,-0.00538096
2518,0.515,0.143229,-0.00538096
2519,0.516,0.143229,-0.00538096
2520,0.517,0.143229,-0.00538096
2521,0.518,0.143229,-0.00538096
2522,0.519,0.143229,-0.00538096
2523,0.52,0.143229,-0.00538096
2524,0.521,0.143229,-0.00538096
2525,0.522,0.143229,-0.00538096
2526,0.523,0.143229,-0.00538096
2527,0.524,0.143229,-0.00538096
2528,0.525,0.143229,-0.00538096
2529,0.526,0.143229,-0.00364211
2530,0.527,0.143229,-0.00364211
2531,0.528,0.143229,-0.00364211
2532,0.529,0.143229,-0.00364211
2533,0.53,0.143229,-0.00364211
2534,0.531,0.143229,-0.00364211
2535,0.532,0.143229,-0.00538096
2536,0.533,0.143229,-0.00538096
2537,0.534,0.143229,-0.00538096
2538,0.535,0.143229,-0.00538096
2539,0.536,0.143229,-0.00538096
2540,0.537,0.143229,-0.00538096
2541,0.538,0.143229,-0.00538096
2542,0.539,0.143229,-0.00538096
2543,0.54,0.143229,-0.00538096
2544,0.541,0.143229,-0.00538096
2545,0.542,0.143229,-0.00538096
2546,0.543,0.143229,-0.00538096
2547,0.544,0.143229,-0.00538096
2548,0.545,0.143229,-0.00538096
2549,0.546,0.143229,-0.00364211
2550,0.547,0.143229,-0.00364211
2551,0.548,0.143229,-0.00364211
2552,0.549,0.143229,-0.00364211
2553,0.55,0.143229,-0.00364211
2554,0.551,0.143229,-0.00538096
2555,0.552,0.143229,-0.00538096
2556,0.553,0.143229,-0.00538096
2557,0.554,0.143229,-0.00538096
2558,0.555,0.143229,-0.00538096
2559,0.556,0.143229,-0.00538096
2560,0.557,0.143229,-0.00538096
2561,0.558,0.143229,-0.00538096
2562,0.559,0.143229,-0.00538096
2563,0.56,0.143229,-0.00538096
2564,0.561,0.143229,-0.00538096
2565,0.562,0.143229,-0.00538096
2566,0.563,0.143229,-0.00538096
2567,0.564,0.143229,-0.00538096
2568,0.565,0.143229,-0.00538096
2569,0.566,0.143229,-0.00364211
2570,0.567,0.143229,-0.00364211
2571,0.568,0.143229,-0.00364211
2572,0.569,0.143229,-0.00364211
2573,0.57,0.143229,-0.00364211
2574,0.571,0.143229,-0.00538096
2575,0.572,0.143229,-0.00538096
2576,0.573,0.143229,-0.00538096
2577,0.574,0.143229,-0.00538096
2578,0.575,0.143229,-0.00538096
2579,0.576,0.143229,-0.00538096
2580,0.577,0.143229,-0.00538096
2581,0.578,0.143229,-0.00538096
2582,0.579,0.143229,-0.00538096
2583,0.58,0.143229,-0.00538096
2584,0.581,0.143229,-0.00538096
2585,0.582,0.143229,-0.00538096
2586,0.583,0.143229,-0.00538096
2587,0.584,0.143229,-0.00538096
2588,0.585,0.143229,-0.00538096
2589,0.586,0.143229,-0.00538096
2590,0.587,0.143229,-0.00364211
2591,0.588,0.143229,-0.00364211
2592,0.589,0.143229,-0.00364211
2593,0.59,0.143229,-0.00364211
2594,0.591,0.143229,-0.00538096
2595,0.592,0.143229,-0.00538096
2596,0.593,0.143229,-0.00538096
2597,0.594,0.143229,-0.00538096
2598,0.595,0.143229,-0.00538096
2599,0.596,0.143229,-0.00538096
2600,0.597,0.143229,-0.00538096
2601,0.598,0.143229,-0.00538096
2602,0.599,0.143229,-0.00538096
2603,0.6,0.143229,-0.00538096
2604,0.601,0.143229,-0.00538096
2605,0.602,0.143229,-0.00538096
2606,0.603,0.143229,-0.00538096
2607,0.604,0.143229,-0.00538096
2608,0.605,0.143229,-0.00538096
2609,0.606,0.143229,-0.00364211
2610,0.607,0.143229,-0.00364211
2611,0.608,0.143229,-0.00364211
2612,0.609,0.143229,-0.00364211
2613,0.61,0.143229,-0.00364211
2614,0.611,0.143229,-0.00538096
2615,0.612,0.143229,-0.00538096
2616,0.613,0.143229,-0.00538096
2617,0.614,0.143229,-0.00538096
2618,0.615,0.143229,-0.00538096
2619,0.616,0.143229,-0.00538096
2620,0.617,0.143229,-0.00538096
2621,0.618,0.143229,-0.00538096
2622,0.619,0.143229,-0.00538096
2623,0.62,0.143229,-0.00538096
2624,0.621,0.143229,-0.00538096
2625,0.622,0.143229,-0.00538096
2626,0.623,0.143229,-0.00538096
2627,0.624,0.143229,-0.00538096
2628,0.625,0.143229,-0.00364211
2629,0.626,0.143229,-0.00364211
2630,0.627,0.143229,-0.00364211
2631,0.628,0.143229,-0.00364211
2632,0.629,0.143229,-0.00364211
2633,0.63,0.143229,-0.00364211
2634,0.631,0.143229,-0.00538096
2635,0.632,0.143229,-0.00538096
2636,0.633,0.143229,-0.00538096
2637,0.634,0.143229,-0.00538096
2638,0.635,0.143229,-0.00538096
2639,0.636,0.143229,-0.00538096
2640,0.637,0.143229,-0.00538096
2641,0.638,0.143229,-0.00538096
2642,0.639,0.143229,-0.00538096
2643,0.64,0.143229,-0.00538096
2644,0.641,0.143229,-0.00538096
2645,0.642,0.143229,-0.00538096
2646,0.643,0.143229,-0.00538096
2647,0.644,0.143229,-0.00538096
2648,0.645,0.143229,-0.00538096
2649,0.646,0.143229,-0.00538096
2650,0.647,0.143229,-0.00364211
2651,0.648,0.143229,-0.00364211
2652,0.649,0.143229,-0.00364211
2653,0.65,0.143229,-0.00364211
2654,0.651,0.143229,-0.00538096
2655,0.652,0.143229,-0.00538096
2656,0.653,0.143229,-0.00538096
2657,0.654,0.143229,-0.00538096
2658,0.655,0.143229,-0.00538096
2659,0.656,0.143229,-0.00538096
2660,0.657,0.143229,-0.00538096
2661,0.658,0.143229,-0.00538096
