0.000000000000000000e+00	4.734874999999999501e-01	1.000000000000000000e+00	1.400030066993216728e-02	3.731305310868660285e+02	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	4.334000000000000075e-01	1.000000000000000000e+00	1.109730840919448576e-02	3.183448825893599974e+02	0.000000000000000000e+00	0.000000000000000000e+00
2.000000000000000000e+00	3.757624999999999993e-01	1.000000000000000000e+00	8.608297045919246701e-03	2.860222124059307021e+02	0.000000000000000000e+00	0.000000000000000000e+00
3.000000000000000000e+00	2.851708333333333178e-01	1.000000000000000000e+00	6.996847736613913578e-03	2.416913698940239499e+02	0.000000000000000000e+00	0.000000000000000000e+00
4.000000000000000000e+00	2.008833333333333304e-01	1.000000000000000000e+00	5.656685128815455536e-03	1.699651549766893766e+02	0.000000000000000000e+00	0.000000000000000000e+00
5.000000000000000000e+00	1.171500000000000041e-01	1.000000000000000000e+00	4.732676128618906221e-03	7.789048936380690691e+01	0.000000000000000000e+00	0.000000000000000000e+00
6.000000000000000000e+00	6.961666666666667391e-02	1.000000000000000000e+00	4.067728585820051812e-03	3.481549882356041081e+01	0.000000000000000000e+00	0.000000000000000000e+00
7.000000000000000000e+00	3.743333333333333235e-02	1.000000000000000000e+00	3.527261824276162801e-03	1.035816907887979060e-01	0.000000000000000000e+00	0.000000000000000000e+00
8.000000000000000000e+00	1.851250000000000118e-02	1.000000000000000000e+00	3.075348385048006818e-03	9.185586535436582323e-02	0.000000000000000000e+00	0.000000000000000000e+00
9.000000000000000000e+00	8.066666666666666430e-03	1.000000000000000000e+00	2.692465669952821307e-03	8.749999999999831524e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+01	2.820833333333333179e-03	8.800000000000000044e-01	2.365118607262453251e-03	8.690272339422300263e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.100000000000000000e+01	7.125000000000000257e-04	4.266666666666666941e-01	2.083240745607302120e-03	8.660254037843953534e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.200000000000000000e+01	1.499999999999999869e-04	1.100000000000000006e-01	1.839068411518104441e-03	8.868248605746728574e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.300000000000000000e+01	2.499999999999999781e-05	1.666666666666666644e-02	1.626495420696719152e-03	8.720187306856502785e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.400000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.440649257197887997e-03	8.749999999999834299e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.500000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.277593380459441990e-03	8.690272339422300263e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.600000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.134110891733051789e-03	8.720187306856502785e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.700000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.007544438280978108e-03	8.660254037843953534e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.800000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	8.956764269089321226e-04	8.690272339422133729e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.900000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	7.966386644318832226e-04	8.720187306856337639e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.000000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	7.088436812761300361e-04	8.720187306856337639e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.100000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	6.309321164852519552e-04	8.779711460710097615e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.200000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	5.617320468209391696e-04	8.809322713276949990e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.300000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	5.002272342140722970e-04	8.809322713276949990e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.400000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	4.455320652955056587e-04	8.838834764831364488e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.500000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	3.968715437062779461e-04	8.838834764831364488e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.600000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	3.535651265765725406e-04	8.838834764831364488e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.700000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	3.150135120897876216e-04	8.838834764831364488e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.800000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.806877158764447167e-04	8.838834764831364488e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.900000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	2.501199427230969418e-04	8.868248605746484325e-02	0.000000000000000000e+00	0.000000000000000000e+00
