0.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00	nan	nan	1.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00	nan	nan	9.979999999999999982e-01	0.000000000000000000e+00
2.000000000000000000e+00	5.000000000000000000e-01	1.000000000000000000e+00	nan	nan	9.939999999999999947e-01	0.000000000000000000e+00
3.000000000000000000e+00	4.983258706467662003e-01	1.000000000000000000e+00	nan	nan	9.879999999999999893e-01	0.000000000000000000e+00
4.000000000000000000e+00	4.874925373134328388e-01	1.000000000000000000e+00	nan	nan	9.539999999999999591e-01	0.000000000000000000e+00
5.000000000000000000e+00	4.617810945273631562e-01	1.000000000000000000e+00	nan	nan	8.800000000000000044e-01	0.000000000000000000e+00
6.000000000000000000e+00	3.885223880597014623e-01	1.000000000000000000e+00	nan	nan	6.939999999999999503e-01	0.000000000000000000e+00
7.000000000000000000e+00	2.581766169154228741e-01	1.000000000000000000e+00	nan	nan	3.820000000000000062e-01	0.000000000000000000e+00
8.000000000000000000e+00	1.372587064676616952e-01	1.000000000000000000e+00	nan	nan	1.380000000000000115e-01	0.000000000000000000e+00
9.000000000000000000e+00	7.127114427860696544e-02	1.000000000000000000e+00	nan	nan	1.600000000000000033e-02	0.000000000000000000e+00
1.000000000000000000e+01	5.389303482587064903e-02	9.519999999999999574e-01	nan	nan	4.000000000000000083e-03	0.000000000000000000e+00
1.100000000000000000e+01	4.495273631840795980e-02	7.379999999999999893e-01	0.000000000000000000e+00	7.554099673356189726e+01	2.000000000000000042e-03	0.000000000000000000e+00
1.200000000000000000e+01	3.620895522388059562e-02	5.340000000000000302e-01	0.000000000000000000e+00	7.932604612452337278e+01	0.000000000000000000e+00	0.000000000000000000e+00
1.300000000000000000e+01	3.487810945273631807e-02	4.060000000000000275e-01	0.000000000000000000e+00	7.786214440438952522e+01	0.000000000000000000e+00	0.000000000000000000e+00
1.400000000000000000e+01	2.930845771144278272e-02	3.459999999999999742e-01	0.000000000000000000e+00	5.880644389648121972e+01	0.000000000000000000e+00	0.000000000000000000e+00
1.500000000000000000e+01	2.813681592039801033e-02	3.019999999999999907e-01	0.000000000000000000e+00	6.207836252471542338e+01	0.000000000000000000e+00	0.000000000000000000e+00
1.600000000000000000e+01	2.458457711442786284e-02	2.540000000000000036e-01	0.000000000000000000e+00	4.216073298995161167e+01	0.000000000000000000e+00	0.000000000000000000e+00
1.700000000000000000e+01	2.270895522388059751e-02	2.220000000000000029e-01	0.000000000000000000e+00	4.860517751484911741e+01	0.000000000000000000e+00	0.000000000000000000e+00
1.800000000000000000e+01	1.913681592039800927e-02	2.020000000000000129e-01	0.000000000000000000e+00	4.634599632114932888e+01	0.000000000000000000e+00	0.000000000000000000e+00
1.900000000000000000e+01	1.735323383084576981e-02	1.719999999999999862e-01	0.000000000000000000e+00	5.192693785502850545e+01	0.000000000000000000e+00	0.000000000000000000e+00
2.000000000000000000e+01	1.404975124378109522e-02	1.519999999999999962e-01	0.000000000000000000e+00	3.119934644748191843e+01	0.000000000000000000e+00	0.000000000000000000e+00
2.100000000000000000e+01	1.231592039800995068e-02	1.360000000000000098e-01	0.000000000000000000e+00	2.866355318605846847e+01	0.000000000000000000e+00	0.000000000000000000e+00
2.200000000000000000e+01	9.820895522388059518e-03	1.179999999999999938e-01	0.000000000000000000e+00	2.806804789257711263e+01	0.000000000000000000e+00	0.000000000000000000e+00
2.300000000000000000e+01	1.055721393034825782e-02	1.140000000000000041e-01	0.000000000000000000e+00	3.194024498966787107e+01	0.000000000000000000e+00	0.000000000000000000e+00
2.400000000000000000e+01	1.000248756218905487e-02	1.100000000000000006e-01	0.000000000000000000e+00	3.194024694644678775e+01	0.000000000000000000e+00	0.000000000000000000e+00
2.500000000000000000e+01	1.016417910447761121e-02	9.400000000000000022e-02	0.000000000000000000e+00	3.206230116897418725e+01	0.000000000000000000e+00	0.000000000000000000e+00
2.600000000000000000e+01	1.029353233830845697e-02	8.599999999999999312e-02	0.000000000000000000e+00	3.076496637817118440e+01	0.000000000000000000e+00	0.000000000000000000e+00
2.700000000000000000e+01	9.838308457711443869e-03	8.000000000000000167e-02	0.000000000000000000e+00	3.076495520474561118e+01	0.000000000000000000e+00	0.000000000000000000e+00
2.800000000000000000e+01	1.048507462686567096e-02	7.599999999999999811e-02	0.000000000000000000e+00	3.076593387986141082e+01	0.000000000000000000e+00	0.000000000000000000e+00
2.900000000000000000e+01	1.068905472636815825e-02	6.800000000000000488e-02	0.000000000000000000e+00	3.076593743492962929e+01	0.000000000000000000e+00	0.000000000000000000e+00
