;Scopy version,f4beeb1
;Exported on,mardirier 24/02/2026
;Device,M2K
;Nr of samples,8000
;Sample rate,1000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
520,-3.76,0.14423
521,-3.759,0.14423
522,-3.758,0.145969
523,-3.757,0.163357
524,-3.756,0.276383
525,-3.755,0.300727
526,-3.754,0.285077
527,-3.753,0.191179
528,-3.752,0.149447
529,-3.751,0.147708
530,-3.75,0.14423
531,-3.749,0.14423
532,-3.748,0.14423
533,-3.747,0.14423
534,-3.746,0.14423
535,-3.745,0.14423
536,-3.744,0.14423
537,-3.743,0.14423
538,-3.742,0.14423
539,-3.741,0.14423
540,-3.74,0.14423
541,-3.739,0.14423
542,-3.738,0.14423
543,-3.737,0.14423
544,-3.736,0.14423
545,-3.735,0.14423
546,-3.734,0.14423
547,-3.733,0.14423
548,-3.732,0.14423
549,-3.731,0.14423
550,-3.73,0.14423
551,-3.729,0.14423
552,-3.728,0.14423
553,-3.727,0.14423
554,-3.726,0.14423
555,-3.725,0.14423
556,-3.724,0.14423
557,-3.723,0.14423
558,-3.722,0.14423
559,-3.721,0.14423
560,-3.72,0.14423
561,-3.719,0.14423
562,-3.718,0.14423
563,-3.717,0.14423
564,-3.716,0.14423
565,-3.715,0.14423
566,-3.714,0.14423
567,-3.713,0.14423
568,-3.712,0.14423
569,-3.711,0.14423
570,-3.71,0.14423
571,-3.709,0.14423
572,-3.708,0.14423
573,-3.707,0.14423
574,-3.706,0.14423
575,-3.705,0.14423
576,-3.704,0.14423
577,-3.703,0.14423
578,-3.702,0.14423
579,-3.701,0.14423
580,-3.7,0.14423
581,-3.699,0.14423
582,-3.698,0.14423
583,-3.697,0.14423
584,-3.696,0.14423
585,-3.695,0.14423
586,-3.694,0.14423
587,-3.693,0.14423
588,-3.692,0.14423
589,-3.691,0.14423
590,-3.69,0.14423
591,-3.689,0.14423
592,-3.688,0.14423
593,-3.687,0.14423
594,-3.686,0.14423
595,-3.685,0.14423
596,-3.684,0.14423
597,-3.683,0.145969
598,-3.682,0.161618
599,-3.681,0.276383
600,-3.68,0.300727
601,-3.679,0.285077
602,-3.678,0.194657
603,-3.677,0.151185
604,-3.676,0.147708
605,-3.675,0.14423
606,-3.674,0.14423
607,-3.673,0.14423
608,-3.672,0.14423
609,-3.671,0.14423
610,-3.67,0.14423
611,-3.669,0.14423
612,-3.668,0.14423
613,-3.667,0.14423
614,-3.666,0.14423
615,-3.665,0.14423
616,-3.664,0.14423
617,-3.663,0.14423
618,-3.662,0.14423
619,-3.661,0.14423
620,-3.66,0.14423
621,-3.659,0.14423
622,-3.658,0.14423
623,-3.657,0.14423
624,-3.656,0.14423
625,-3.655,0.14423
626,-3.654,0.14423
627,-3.653,0.14423
628,-3.652,0.14423
629,-3.651,0.14423
630,-3.65,0.14423
631,-3.649,0.14423
632,-3.648,0.14423
633,-3.647,0.14423
634,-3.646,0.14423
635,-3.645,0.14423
636,-3.644,0.14423
637,-3.643,0.14423
638,-3.642,0.14423
639,-3.641,0.14423
640,-3.64,0.14423
641,-3.639,0.14423
642,-3.638,0.14423
643,-3.637,0.14423
644,-3.636,0.14423
645,-3.635,0.14423
646,-3.634,0.14423
647,-3.633,0.14423
648,-3.632,0.14423
649,-3.631,0.14423
650,-3.63,0.14423
651,-3.629,0.14423
652,-3.628,0.14423
653,-3.627,0.14423
654,-3.626,0.14423
655,-3.625,0.14423
656,-3.624,0.14423
657,-3.623,0.14423
658,-3.622,0.14423
659,-3.621,0.14423
660,-3.62,0.14423
661,-3.619,0.14423
662,-3.618,0.14423
663,-3.617,0.14423
664,-3.616,0.14423
665,-3.615,0.14423
666,-3.614,0.14423
667,-3.613,0.14423
668,-3.612,0.14423
669,-3.611,0.14423
670,-3.61,0.14423
671,-3.609,0.14423
672,-3.608,0.145969
673,-3.607,0.15988
674,-3.606,0.272905
675,-3.605,0.302465
676,-3.604,0.285077
677,-3.603,0.198134
678,-3.602,0.151185
679,-3.601,0.145969
680,-3.6,0.145969
681,-3.599,0.145969
682,-3.598,0.14423
683,-3.597,0.14423
684,-3.596,0.14423
685,-3.595,0.14423
686,-3.594,0.14423
687,-3.593,0.14423
688,-3.592,0.14423
689,-3.591,0.14423
690,-3.59,0.14423
691,-3.589,0.14423
692,-3.588,0.14423
693,-3.587,0.14423
694,-3.586,0.14423
695,-3.585,0.14423
696,-3.584,0.14423
697,-3.583,0.14423
698,-3.582,0.14423
699,-3.581,0.14423
700,-3.58,0.14423
701,-3.579,0.14423
702,-3.578,0.14423
703,-3.577,0.14423
704,-3.576,0.14423
705,-3.575,0.14423
706,-3.574,0.14423
707,-3.573,0.14423
708,-3.572,0.14423
709,-3.571,0.14423
710,-3.57,0.14423
711,-3.569,0.14423
712,-3.568,0.14423
713,-3.567,0.14423
714,-3.566,0.14423
715,-3.565,0.14423
716,-3.564,0.14423
717,-3.563,0.14423
718,-3.562,0.14423
719,-3.561,0.14423
720,-3.56,0.14423
721,-3.559,0.14423
722,-3.558,0.14423
723,-3.557,0.14423
724,-3.556,0.14423
725,-3.555,0.14423
726,-3.554,0.14423
727,-3.553,0.14423
728,-3.552,0.14423
729,-3.551,0.14423
730,-3.55,0.14423
731,-3.549,0.14423
732,-3.548,0.14423
733,-3.547,0.14423
734,-3.546,0.14423
735,-3.545,0.14423
736,-3.544,0.14423
737,-3.543,0.14423
738,-3.542,0.14423
739,-3.541,0.14423
740,-3.54,0.14423
741,-3.539,0.14423
742,-3.538,0.14423
743,-3.537,0.14423
744,-3.536,0.14423
745,-3.535,0.14423
746,-3.534,0.14423
747,-3.533,0.145969
748,-3.532,0.158141
749,-3.531,0.269427
750,-3.53,0.304204
751,-3.529,0.286816
752,-3.528,0.199873
753,-3.527,0.151185
754,-3.526,0.145969
755,-3.525,0.14423
756,-3.524,0.14423
757,-3.523,0.14423
758,-3.522,0.14423
759,-3.521,0.14423
760,-3.52,0.14423
761,-3.519,0.14423
762,-3.518,0.14423
763,-3.517,0.14423
764,-3.516,0.14423
765,-3.515,0.14423
766,-3.514,0.14423
767,-3.513,0.14423
768,-3.512,0.14423
769,-3.511,0.14423
770,-3.51,0.14423
771,-3.509,0.14423
772,-3.508,0.14423
773,-3.507,0.14423
774,-3.506,0.14423
775,-3.505,0.14423
776,-3.504,0.14423
777,-3.503,0.14423
778,-3.502,0.14423
779,-3.501,0.14423
780,-3.5,0.14423
781,-3.499,0.14423
782,-3.498,0.14423
783,-3.497,0.14423
784,-3.496,0.14423
785,-3.495,0.14423
786,-3.494,0.14423
787,-3.493,0.14423
788,-3.492,0.14423
789,-3.491,0.14423
790,-3.49,0.14423
791,-3.489,0.14423
792,-3.488,0.14423
793,-3.487,0.14423
794,-3.486,0.14423
795,-3.485,0.14423
796,-3.484,0.14423
797,-3.483,0.14423
798,-3.482,0.14423
799,-3.481,0.14423
800,-3.48,0.14423
801,-3.479,0.14423
802,-3.478,0.14423
803,-3.477,0.14423
804,-3.476,0.14423
805,-3.475,0.14423
806,-3.474,0.14423
807,-3.473,0.14423
808,-3.472,0.14423
809,-3.471,0.14423
810,-3.47,0.14423
811,-3.469,0.14423
812,-3.468,0.14423
813,-3.467,0.14423
814,-3.466,0.14423
815,-3.465,0.14423
816,-3.464,0.14423
817,-3.463,0.14423
818,-3.462,0.14423
819,-3.461,0.14423
820,-3.46,0.14423
821,-3.459,0.14423
822,-3.458,0.145969
823,-3.457,0.152924
824,-3.456,0.267688
825,-3.455,0.304204
826,-3.454,0.285077
827,-3.453,0.201612
828,-3.452,0.152924
829,-3.451,0.147708
830,-3.45,0.14423
831,-3.449,0.14423
832,-3.448,0.14423
833,-3.447,0.14423
834,-3.446,0.14423
835,-3.445,0.14423
836,-3.444,0.14423
837,-3.443,0.14423
838,-3.442,0.14423
839,-3.441,0.14423
840,-3.44,0.14423
841,-3.439,0.14423
842,-3.438,0.14423
843,-3.437,0.14423
844,-3.436,0.14423
845,-3.435,0.14423
846,-3.434,0.14423
847,-3.433,0.14423
848,-3.432,0.14423
849,-3.431,0.14423
850,-3.43,0.14423
851,-3.429,0.14423
852,-3.428,0.14423
853,-3.427,0.14423
854,-3.426,0.14423
855,-3.425,0.14423
856,-3.424,0.14423
857,-3.423,0.14423
858,-3.422,0.14423
859,-3.421,0.14423
860,-3.42,0.14423
861,-3.419,0.14423
862,-3.418,0.14423
863,-3.417,0.14423
864,-3.416,0.14423
865,-3.415,0.14423
866,-3.414,0.14423
867,-3.413,0.14423
868,-3.412,0.14423
869,-3.411,0.14423
870,-3.41,0.14423
871,-3.409,0.14423
872,-3.408,0.14423
873,-3.407,0.14423
874,-3.406,0.14423
875,-3.405,0.14423
876,-3.404,0.14423
877,-3.403,0.14423
878,-3.402,0.14423
879,-3.401,0.14423
880,-3.4,0.14423
881,-3.399,0.14423
882,-3.398,0.14423
883,-3.397,0.14423
884,-3.396,0.14423
885,-3.395,0.14423
886,-3.394,0.14423
887,-3.393,0.14423
888,-3.392,0.14423
889,-3.391,0.14423
890,-3.39,0.14423
891,-3.389,0.14423
892,-3.388,0.14423
893,-3.387,0.14423
894,-3.386,0.14423
895,-3.385,0.14423
896,-3.384,0.14423
897,-3.383,0.145969
898,-3.382,0.154663
899,-3.381,0.265949
900,-3.38,0.304204
901,-3.379,0.286816
902,-3.378,0.206829
903,-3.377,0.151185
904,-3.376,0.147708
905,-3.375,0.14423
906,-3.374,0.14423
907,-3.373,0.14423
908,-3.372,0.14423
909,-3.371,0.14423
910,-3.37,0.14423
911,-3.369,0.14423
912,-3.368,0.14423
913,-3.367,0.14423
914,-3.366,0.14423
915,-3.365,0.14423
916,-3.364,0.14423
917,-3.363,0.14423
918,-3.362,0.14423
919,-3.361,0.14423
920,-3.36,0.14423
921,-3.359,0.14423
922,-3.358,0.14423
923,-3.357,0.14423
924,-3.356,0.14423
925,-3.355,0.14423
926,-3.354,0.14423
927,-3.353,0.14423
928,-3.352,0.14423
929,-3.351,0.14423
930,-3.35,0.14423
931,-3.349,0.14423
932,-3.348,0.14423
933,-3.347,0.14423
934,-3.346,0.14423
935,-3.345,0.14423
936,-3.344,0.14423
937,-3.343,0.14423
938,-3.342,0.14423
939,-3.341,0.14423
940,-3.34,0.14423
941,-3.339,0.14423
942,-3.338,0.14423
943,-3.337,0.14423
944,-3.336,0.14423
945,-3.335,0.14423
946,-3.334,0.14423
947,-3.333,0.14423
948,-3.332,0.14423
949,-3.331,0.14423
950,-3.33,0.14423
951,-3.329,0.14423
952,-3.328,0.14423
953,-3.327,0.14423
954,-3.326,0.14423
955,-3.325,0.14423
956,-3.324,0.14423
957,-3.323,0.14423
958,-3.322,0.14423
959,-3.321,0.14423
960,-3.32,0.14423
961,-3.319,0.14423
962,-3.318,0.14423
963,-3.317,0.14423
964,-3.316,0.14423
965,-3.315,0.14423
966,-3.314,0.14423
967,-3.313,0.14423
968,-3.312,0.14423
969,-3.311,0.14423
970,-3.31,0.14423
971,-3.309,0.14423
972,-3.308,0.145969
973,-3.307,0.152924
974,-3.306,0.264211
975,-3.305,0.304204
976,-3.304,0.286816
977,-3.303,0.206829
978,-3.302,0.151185
979,-3.301,0.145969
980,-3.3,0.145969
981,-3.299,0.145969
982,-3.298,0.14423
983,-3.297,0.14423
984,-3.296,0.14423
985,-3.295,0.14423
986,-3.294,0.14423
987,-3.293,0.14423
988,-3.292,0.14423
989,-3.291,0.14423
990,-3.29,0.14423
991,-3.289,0.14423
992,-3.288,0.14423
993,-3.287,0.14423
994,-3.286,0.14423
995,-3.285,0.14423
996,-3.284,0.14423
997,-3.283,0.14423
998,-3.282,0.14423
999,-3.281,0.14423
1000,-3.28,0.14423
1001,-3.279,0.14423
1002,-3.278,0.14423
1003,-3.277,0.14423
1004,-3.276,0.14423
1005,-3.275,0.14423
1006,-3.274,0.14423
1007,-3.273,0.14423
1008,-3.272,0.14423
1009,-3.271,0.14423
1010,-3.27,0.14423
1011,-3.269,0.14423
1012,-3.268,0.14423
1013,-3.267,0.14423
1014,-3.266,0.14423
1015,-3.265,0.14423
1016,-3.264,0.14423
1017,-3.263,0.14423
1018,-3.262,0.14423
1019,-3.261,0.14423
1020,-3.26,0.14423
1021,-3.259,0.14423
1022,-3.258,0.14423
1023,-3.257,0.14423
1024,-3.256,0.14423
1025,-3.255,0.14423
