;Scopy version,f4beeb1
;Exported on,mardi fevrier 24/02/2026
;Device,M2K
;Nr of samples,3200
;Sample rate,1000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
460,-1.14,0.205777
461,-1.139,0.202299
462,-1.138,0.207516
463,-1.137,0.210993
464,-1.136,0.36749
465,-1.135,0.393573
466,-1.134,0.395312
467,-1.133,0.395312
468,-1.132,0.395312
469,-1.131,0.395312
470,-1.13,0.395312
471,-1.129,0.395312
472,-1.128,0.395312
473,-1.127,0.395312
474,-1.126,0.395312
475,-1.125,0.395312
476,-1.124,0.393573
477,-1.123,0.402267
478,-1.122,0.287503
479,-1.121,0.217949
480,-1.12,0.209255
481,-1.119,0.209255
482,-1.118,0.209255
483,-1.117,0.209255
484,-1.116,0.209255
485,-1.115,0.209255
486,-1.114,0.209255
487,-1.113,0.209255
488,-1.112,0.209255
489,-1.111,0.209255
490,-1.11,0.209255
491,-1.109,0.209255
492,-1.108,0.209255
493,-1.107,0.209255
494,-1.106,0.209255
495,-1.105,0.209255
496,-1.104,0.209255
497,-1.103,0.209255
498,-1.102,0.209255
499,-1.101,0.209255
500,-1.1,0.209255
501,-1.099,0.209255
502,-1.098,0.209255
503,-1.097,0.209255
504,-1.096,0.209255
505,-1.095,0.209255
506,-1.094,0.209255
507,-1.093,0.209255
508,-1.092,0.209255
509,-1.091,0.209255
510,-1.09,0.209255
511,-1.089,0.209255
512,-1.088,0.209255
513,-1.087,0.209255
514,-1.086,0.209255
515,-1.085,0.209255
516,-1.084,0.209255
517,-1.083,0.209255
518,-1.082,0.209255
519,-1.081,0.209255
520,-1.08,0.209255
521,-1.079,0.209255
522,-1.078,0.209255
523,-1.077,0.209255
524,-1.076,0.209255
525,-1.075,0.209255
526,-1.074,0.210993
527,-1.073,0.202299
528,-1.072,0.343146
529,-1.071,0.426611
530,-1.07,0.33793
531,-1.069,0.221427
532,-1.068,0.212732
533,-1.067,0.209255
534,-1.066,0.209255
535,-1.065,0.209255
536,-1.064,0.209255
537,-1.063,0.209255
538,-1.062,0.209255
539,-1.061,0.209255
540,-1.06,0.209255
541,-1.059,0.209255
542,-1.058,0.209255
543,-1.057,0.209255
544,-1.056,0.209255
545,-1.055,0.209255
546,-1.054,0.209255
547,-1.053,0.209255
548,-1.052,0.209255
549,-1.051,0.209255
550,-1.05,0.209255
551,-1.049,0.209255
552,-1.048,0.209255
553,-1.047,0.209255
554,-1.046,0.209255
555,-1.045,0.209255
556,-1.044,0.209255
557,-1.043,0.209255
558,-1.042,0.209255
559,-1.041,0.209255
560,-1.04,0.209255
561,-1.039,0.209255
562,-1.038,0.209255
563,-1.037,0.209255
564,-1.036,0.209255
565,-1.035,0.209255
566,-1.034,0.209255
567,-1.033,0.209255
568,-1.032,0.209255
569,-1.031,0.209255
570,-1.03,0.209255
571,-1.029,0.209255
572,-1.028,0.209255
573,-1.027,0.209255
574,-1.026,0.209255
575,-1.025,0.209255
576,-1.024,0.210993
577,-1.023,0.202299
578,-1.022,0.346624
579,-1.021,0.42835
580,-1.02,0.33793
581,-1.019,0.221427
582,-1.018,0.212732
583,-1.017,0.209255
584,-1.016,0.209255
585,-1.015,0.209255
586,-1.014,0.209255
587,-1.013,0.209255
588,-1.012,0.209255
589,-1.011,0.209255
590,-1.01,0.209255
591,-1.009,0.209255
592,-1.008,0.209255
593,-1.007,0.209255
594,-1.006,0.209255
595,-1.005,0.209255
596,-1.004,0.209255
597,-1.003,0.209255
598,-1.002,0.209255
599,-1.001,0.209255
600,-1,0.209255
601,-0.999,0.209255
602,-0.998,0.209255
603,-0.997,0.209255
604,-0.996,0.209255
605,-0.995,0.209255
606,-0.994,0.209255
607,-0.993,0.209255
608,-0.992,0.209255
609,-0.991,0.209255
610,-0.99,0.209255
611,-0.989,0.209255
612,-0.988,0.209255
613,-0.987,0.209255
614,-0.986,0.209255
